year,month,day,home_team,away_team,home_score,away_score,tournament,country,neutral
1933,11,6,Trinidad and Tobago,Barbados,6,0,Friendly tournament,Trinidad and Tobago,FALSE
1933,11,8,Trinidad and Tobago,British Guiana,2,0,Friendly,Trinidad and Tobago,FALSE
1933,11,15,England,Wales,1,2,British Championship,England,FALSE
1933,11,19,Switzerland,Germany,0,2,Friendly,Switzerland,FALSE
1933,11,26,Belgium,Denmark,2,2,Friendly,Belgium,FALSE
1933,11,29,Scotland,Austria,2,2,Friendly,Scotland,FALSE
1933,12,3,Italy,Switzerland,5,2,International Cup,Italy,FALSE
1933,12,3,Germany,Poland,1,0,Friendly,Germany,FALSE
1933,12,6,England,France,4,1,Friendly,England,FALSE
1933,12,10,Netherlands,Austria,0,1,Friendly,Netherlands,FALSE
1933,12,14,Uruguay,Argentina,0,1,Friendly,Uruguay,FALSE
1934,1,14,Germany,Hungary,3,1,Friendly,Germany,FALSE
1934,1,21,Belgium,France,2,3,Friendly,Belgium,FALSE
1934,1,28,Haiti,Cuba,1,3,World Cup qualifier,Haiti,FALSE
1934,2,1,Haiti,Cuba,1,1,World Cup qualifier,Haiti,FALSE
1934,2,4,Aruba,Bonaire,4,0,Friendly,Aruba,FALSE
1934,2,4,Haiti,Cuba,0,6,World Cup qualifier,Haiti,FALSE
1934,2,5,Greece,Bulgaria,1,0,Friendly,Greece,FALSE
1934,2,11,Italy,Austria,2,4,International Cup,Italy,FALSE
1934,2,25,Ireland,Belgium,4,4,World Cup qualifier,Ireland,FALSE
1934,3,4,Mexico,Cuba,3,2,World Cup qualifier,Mexico,FALSE
1934,3,11,Mexico,Cuba,5,0,World Cup qualifier,Mexico,FALSE
1934,3,11,Netherlands,Belgium,9,3,Friendly,Netherlands,FALSE
1934,3,11,France,Switzerland,0,1,Friendly,France,FALSE
1934,3,11,Luxembourg,Germany,1,9,World Cup qualifier,Luxembourg,FALSE
1934,3,11,Spain,Portugal,9,0,World Cup qualifier,Spain,FALSE
1934,3,16,Egypt,Palestine,7,1,World Cup qualifier,Egypt,FALSE
1934,3,18,Mexico,Cuba,4,1,World Cup qualifier,Mexico,FALSE
1934,3,18,Portugal,Spain,1,2,World Cup qualifier,Portugal,FALSE
1934,3,18,Bulgaria,Yugoslavia,1,2,Friendly,Bulgaria,FALSE
1934,3,25,Switzerland,Austria,2,3,International Cup,Switzerland,FALSE
1934,3,25,Bulgaria,Hungary,1,4,World Cup qualifier,Bulgaria,FALSE
1934,3,25,France,Czechoslovakia,1,2,Friendly,France,FALSE
1934,3,25,Italy,Greece,4,0,World Cup qualifier,Italy,FALSE
1934,4,1,Yugoslavia,Bulgaria,2,3,Friendly,Yugoslavia,FALSE
1934,4,6,Palestine,Egypt,1,4,World Cup qualifier,Palestine,FALSE
1934,4,8,Netherlands,Ireland,5,2,World Cup qualifier,Netherlands,FALSE
1934,4,14,England,Scotland,3,0,British Championship,England,FALSE
1934,4,15,Austria,Hungary,5,2,Friendly,Austria,FALSE
1934,4,15,Luxembourg,France,1,6,World Cup qualifier,Luxembourg,FALSE
1934,4,25,Austria,Bulgaria,6,1,World Cup qualifier,Austria,FALSE
1934,4,29,Czechoslovakia,Hungary,2,2,International Cup,Czechoslovakia,FALSE
1934,4,29,Hungary,Bulgaria,4,1,World Cup qualifier,Hungary,FALSE
1934,4,29,Belgium,Netherlands,2,4,World Cup qualifier,Belgium,FALSE
1934,4,29,Romania,Yugoslavia,2,1,World Cup qualifier,Romania,FALSE
1934,5,10,Hungary,England,2,1,Friendly,Hungary,FALSE
1934,5,10,Belgium,Luxembourg,4,1,Friendly,Belgium,FALSE
1934,5,10,Netherlands,France,4,5,Friendly,Netherlands,FALSE
1934,5,12,Philippines,China,0,2,Far Eastern Games,Philippines,FALSE
1934,5,13,Dutch East Indies,Japan,7,1,Far Eastern Games,Philippines,TRUE
1934,5,14,China,Dutch East Indies,2,0,Far Eastern Games,Philippines,TRUE
1934,5,14,British Guiana,Suriname,0,1,Friendly tournament,British Guiana,FALSE
1934,5,15,Philippines,Japan,3,4,Far Eastern Games,Philippines,FALSE
1934,5,16,British Guiana,Suriname,1,1,Friendly tournament,British Guiana,FALSE
1934,5,16,Czechoslovakia,England,2,1,Friendly,Czechoslovakia,FALSE
1934,5,18,British Guiana,Suriname,1,1,Friendly tournament,British Guiana,FALSE
1934,5,19,Philippines,Dutch East Indies,3,2,Far Eastern Games,Philippines,FALSE
1934,5,20,China,Japan,4,3,Far Eastern Games,Philippines,TRUE
1934,5,21,Denmark,Poland,4,2,Friendly,Denmark,FALSE
1934,5,23,Sweden,Poland,4,2,Friendly,Sweden,FALSE
1934,5,24,United States,Mexico,4,2,World Cup qualifier,Italy,TRUE
1934,5,27,Hungary,Egypt,4,2,World Cup,Italy,TRUE
1934,5,27,Italy,United States,7,1,World Cup,Italy,FALSE
1934,5,27,Sweden,Argentina,3,2,World Cup,Italy,TRUE
1934,5,27,Spain,Brazil,3,1,World Cup,Italy,TRUE
1934,5,27,Austria,France,3,2,World Cup,Italy,TRUE
1934,5,27,Germany,Belgium,5,2,World Cup,Italy,TRUE
1934,5,27,Switzerland,Netherlands,3,2,World Cup,Italy,TRUE
1934,5,27,Czechoslovakia,Romania,2,1,World Cup,Italy,TRUE
1934,5,31,Austria,Hungary,2,1,World Cup,Italy,TRUE
1934,5,31,Czechoslovakia,Switzerland,3,2,World Cup,Italy,TRUE
1934,5,31,Germany,Sweden,2,1,World Cup,Italy,TRUE
1934,5,31,Italy,Spain,1,1,World Cup,Italy,FALSE
1934,6,1,Italy,Spain,1,0,World Cup,Italy,FALSE
1934,6,3,Yugoslavia,Brazil,8,4,Friendly,Yugoslavia,FALSE
1934,6,3,Italy,Austria,1,0,World Cup,Italy,FALSE
1934,6,3,Czechoslovakia,Germany,3,1,World Cup,Italy,TRUE
1934,6,7,Germany,Austria,3,2,World Cup,Italy,TRUE
1934,6,10,Italy,Czechoslovakia,2,1,World Cup,Italy,FALSE
1934,6,10,Lithuania,Latvia,2,0,Friendly,Lithuania,FALSE
1934,6,17,Denmark,Sweden,3,5,Nordic Championship,Denmark,FALSE
1934,6,29,Lithuania,Estonia,1,1,Friendly,Lithuania,FALSE
1934,7,1,Sweden,Norway,3,3,Nordic Championship,Sweden,FALSE
1934,7,3,Finland,Denmark,2,1,Nordic Championship,Finland,FALSE
1934,7,18,Uruguay,Argentina,2,2,Friendly,Uruguay,FALSE
1934,7,22,Curacao,Suriname,3,1,Friendly tournament,Curacao,FALSE
1934,7,25,Curacao,Suriname,3,2,Friendly tournament,Curacao,FALSE
1934,7,29,Curacao,Suriname,2,2,Friendly tournament,Curacao,FALSE
1934,7,31,Aruba,Suriname,1,1,Friendly,Aruba,FALSE
1934,8,6,Trinidad and Tobago,Suriname,3,3,Friendly,Trinidad and Tobago,FALSE
1934,8,7,Soviet Union,Turkey,2,1,Friendly,Soviet Union,FALSE
1934,8,8,Estonia,Finland,1,1,Friendly tournament,Estonia,FALSE
1934,8,14,Latvia,Finland,1,1,Friendly,Latvia,FALSE
1934,8,15,Argentina,Uruguay,1,0,Friendly,Argentina,FALSE
1934,8,16,Lithuania,Finland,1,0,Friendly,Lithuania,FALSE
1934,8,26,Yugoslavia,Poland,4,1,Friendly,Yugoslavia,FALSE
1934,8,28,Suriname,British Guiana,0,0,Friendly tournament,Suriname,FALSE
1934,8,31,Suriname,British Guiana,1,0,Friendly tournament,Suriname,FALSE
1934,9,2,Suriname,British Guiana,2,0,Friendly tournament,Suriname,FALSE
1934,9,2,Norway,Finland,4,2,Nordic Championship,Norway,FALSE
1934,9,2,Czechoslovakia,Yugoslavia,3,1,Friendly,Czechoslovakia,FALSE
1934,9,9,Poland,Germany,2,5,Friendly,Poland,FALSE
1934,9,9,Latvia,Lithuania,1,3,Friendly,Latvia,FALSE
1934,9,23,Austria,Czechoslovakia,2,2,International Cup,Austria,FALSE
1934,9,23,Finland,Sweden,5,4,Nordic Championship,Finland,FALSE
1934,9,23,Sweden,Latvia,3,1,Friendly,Sweden,FALSE
1934,9,23,Norway,Denmark,3,1,Nordic Championship,Norway,FALSE
1934,9,29,Wales,England,0,4,British Championship,Wales,FALSE
1934,10,7,Hungary,Austria,3,1,International Cup,Hungary,FALSE
1934,10,7,Denmark,Germany,2,5,Friendly,Denmark,FALSE
1934,10,13,Grenada,British Guiana,2,1,Friendly,Grenada,FALSE
1934,10,14,Switzerland,Czechoslovakia,2,2,International Cup,Switzerland,FALSE
1934,10,14,Latvia,Poland,2,6,Friendly,Latvia,FALSE
1934,10,14,Poland,Romania,3,3,Friendly,Poland,FALSE
1934,10,20,Northern Ireland,Scotland,2,1,British Championship,Northern Ireland,FALSE
1934,11,4,Switzerland,Netherlands,2,4,Friendly,Switzerland,FALSE
1934,11,11,Austria,Switzerland,3,0,International Cup,Austria,FALSE
1934,11,14,England,Italy,3,2,Friendly,England,FALSE
1934,11,21,Scotland,Wales,3,2,British Championship,Scotland,FALSE
1934,12,9,Italy,Hungary,4,2,Friendly,Italy,FALSE
1934,12,16,Ireland,Hungary,2,4,Friendly,Ireland,FALSE
1934,12,16,France,Yugoslavia,3,2,Friendly,France,FALSE
1934,12,23,Greece,Yugoslavia,2,1,Balkan Cup,Greece,FALSE
1934,12,25,Yugoslavia,Bulgaria,4,3,Balkan Cup,Greece,TRUE
1934,12,27,Greece,Romania,2,2,Balkan Cup,Greece,FALSE
1934,12,30,Romania,Bulgaria,3,2,Balkan Cup,Greece,TRUE
1934,12,31,Guadeloupe,Martinique,0,6,Friendly,Guadeloupe,FALSE
1934,12,31,Azerbaijan,Armenia,3,0,Trans-Caucasian Champ,Azerbaijan,FALSE
1934,12,31,Georgia,Armenia,4,0,Trans-Caucasian Champ,Azerbaijan,TRUE
1934,12,31,Azerbaijan,Georgia,0,1,Trans-Caucasian Champ,Azerbaijan,FALSE
1935,1,1,Yugoslavia,Romania,4,0,Balkan Cup,Greece,TRUE
1935,1,1,Greece,Bulgaria,1,2,Balkan Cup,Greece,FALSE
1935,1,5,Uruguay,Argentina,2,1,Friendly,Uruguay,FALSE
1935,1,6,Argentina,Chile,4,1,South American Champ,Peru,TRUE
1935,1,13,Peru,Uruguay,0,1,South American Champ,Peru,FALSE
1935,1,18,Uruguay,Chile,2,1,South American Champ,Peru,TRUE
1935,1,20,Argentina,Uruguay,2,2,Friendly,Argentina,FALSE
1935,1,20,Peru,Argentina,1,4,South American Champ,Peru,FALSE
1935,1,24,Spain,France,2,0,Friendly,Spain,FALSE
1935,1,26,Peru,Chile,1,0,South American Champ,Peru,FALSE
1935,1,27,Uruguay,Argentina,3,0,South American Champ,Peru,TRUE
1935,1,27,Germany,Switzerland,4,0,Friendly,Germany,FALSE
1935,2,6,England,Northern Ireland,2,1,British Championship,England,FALSE
1935,2,17,Italy,France,2,1,Friendly,Italy,FALSE
1935,2,17,Netherlands,Germany,2,3,Friendly,Netherlands,FALSE
1935,3,17,France,Germany,1,3,Friendly,France,FALSE
1935,3,17,Czechoslovakia,Switzerland,3,1,International Cup,Czechoslovakia,FALSE
1935,3,23,Curacao,Aruba,2,0,Friendly,Curacao,FALSE
1935,3,24,El Salvador,Cuba,4,1,Central American Games,El Salvador,FALSE
1935,3,24,Curacao,Aruba,4,0,Friendly,Curacao,FALSE
1935,3,24,Austria,Italy,0,2,International Cup,Austria,FALSE
1935,3,25,Costa Rica,Guatemala,4,3,Central American Games,El Salvador,TRUE
1935,3,25,Cuba,Honduras,3,0,Central American Games,El Salvador,TRUE
1935,3,27,El Salvador,Mexico,1,8,Central American Games,El Salvador,FALSE
1935,3,27,Cuba,Guatemala,2,1,Central American Games,El Salvador,TRUE
1935,3,27,Wales,Northern Ireland,3,1,British Championship,Wales,FALSE
1935,3,28,El Salvador,Honduras,3,4,Central American Games,El Salvador,FALSE
1935,3,28,Mexico,Guatemala,5,1,Central American Games,El Salvador,TRUE
1935,3,30,El Salvador,Costa Rica,1,6,Central American Games,El Salvador,FALSE
1935,3,30,Mexico,Cuba,6,1,Central American Games,El Salvador,TRUE
1935,3,31,Costa Rica,Cuba,2,1,Central American Games,El Salvador,TRUE
1935,3,31,Guatemala,Honduras,0,0,Central American Games,El Salvador,TRUE
1935,3,31,Netherlands,Belgium,4,2,Friendly,Netherlands,FALSE
1935,4,1,Mexico,Honduras,8,2,Central American Games,El Salvador,TRUE
1935,4,2,Mexico,Costa Rica,2,0,Central American Games,El Salvador,TRUE
1935,4,3,Costa Rica,Honduras,6,0,Central American Games,El Salvador,TRUE
1935,4,3,El Salvador,Guatemala,6,1,Central American Games,El Salvador,FALSE
1935,4,6,Scotland,England,2,0,British Championship,Scotland,FALSE
1935,4,14,Czechoslovakia,Austria,0,0,International Cup,Czechoslovakia,FALSE
1935,4,14,Switzerland,Hungary,6,2,International Cup,Switzerland,FALSE
1935,4,14,Belgium,France,1,1,Friendly,Belgium,FALSE
1935,4,28,Belgium,Germany,1,6,Friendly,Belgium,FALSE
1935,5,5,Switzerland,Ireland,1,0,Friendly,Switzerland,FALSE
1935,5,5,Portugal,Spain,3,3,Friendly,Portugal,FALSE
1935,5,8,Germany,Ireland,3,1,Friendly,Germany,FALSE
1935,5,10,British Guiana,Suriname,0,1,Friendly tournament,British Guiana,FALSE
1935,5,12,Austria,Poland,5,2,Friendly,Austria,FALSE
1935,5,12,Hungary,Austria,6,3,Friendly,Hungary,FALSE
1935,5,12,Belgium,Netherlands,0,2,Friendly,Belgium,FALSE
1935,5,12,Germany,Spain,1,2,Friendly,Germany,FALSE
1935,5,15,British Guiana,Suriname,4,0,Friendly tournament,British Guiana,FALSE
1935,5,17,British Guiana,Suriname,1,3,Friendly tournament,British Guiana,FALSE
1935,5,18,Netherlands,England,0,1,Friendly,Netherlands,FALSE
1935,5,19,United States,Scotland,1,5,Friendly,United States,FALSE
1935,5,19,France,Hungary,2,0,Friendly,France,FALSE
1935,5,20,Suriname,Curacao,0,1,Friendly tournament,Suriname,FALSE
1935,5,22,Suriname,Curacao,4,1,Friendly tournament,Suriname,FALSE
1935,5,24,Suriname,Curacao,2,1,Friendly tournament,Suriname,FALSE
1935,5,26,Germany,Czechoslovakia,2,1,Friendly,Germany,FALSE
1935,5,30,Trinidad and Tobago,Curacao,3,1,Friendly,Trinidad and Tobago,FALSE
1935,5,30,Belgium,Switzerland,2,2,Friendly,Belgium,FALSE
1935,5,30,Latvia,Lithuania,6,1,Friendly,Latvia,FALSE
1935,6,6,Finland,Latvia,4,1,Friendly,Finland,FALSE
1935,6,9,United States,Scotland,1,4,Friendly,United States,FALSE
1935,6,12,Sweden,Finland,2,2,Nordic Championship,Sweden,FALSE
1935,6,12,Latvia,Estonia,1,1,Friendly,Latvia,FALSE
1935,6,16,Sweden,Denmark,3,1,Nordic Championship,Sweden,FALSE
1935,6,16,Bulgaria,Greece,5,2,Balkan Cup,Bulgaria,FALSE
1935,6,17,Yugoslavia,Romania,2,0,Balkan Cup,Bulgaria,TRUE
1935,6,19,Estonia,Lithuania,2,2,Friendly,Estonia,FALSE
1935,6,19,Bulgaria,Romania,4,0,Balkan Cup,Bulgaria,FALSE
1935,6,21,Yugoslavia,Greece,6,1,Balkan Cup,Bulgaria,TRUE
1935,6,23,Denmark,Norway,1,0,Nordic Championship,Denmark,FALSE
1935,6,24,Greece,Romania,2,2,Balkan Cup,Bulgaria,TRUE
1935,6,24,Bulgaria,Yugoslavia,3,3,Balkan Cup,Bulgaria,FALSE
1935,6,27,Norway,Germany,1,1,Friendly,Norway,FALSE
1935,6,30,Netherlands,Hungary,2,3,Friendly,Netherlands,FALSE
1935,6,30,Sweden,Germany,3,1,Friendly,Sweden,FALSE
1935,7,5,Latvia,Sweden,0,3,Friendly,Latvia,FALSE
1935,7,9,Estonia,Sweden,1,2,Friendly,Estonia,FALSE
1935,7,18,Uruguay,Argentina,1,1,Hector Gomez Cup,Uruguay,FALSE
1935,8,7,Finland,Estonia,2,2,Friendly,Finland,FALSE
1935,8,15,Argentina,Uruguay,3,0,Juan Mignaburu Cup,Argentina,FALSE
1935,8,18,Germany,Finland,6,0,Friendly,Germany,FALSE
1935,8,18,Luxembourg,Germany,0,1,Friendly,Luxembourg,FALSE
1935,8,18,Poland,Yugoslavia,2,3,Friendly,Poland,FALSE
1935,8,20,Estonia,Lithuania,1,2,Baltic Cup,Estonia,FALSE
1935,8,21,Scotland,England,4,2,Friendly,Scotland,FALSE
1935,8,21,Latvia,Lithuania,2,2,Baltic Cup,Estonia,TRUE
1935,8,22,Estonia,Latvia,1,1,Baltic Cup,Estonia,FALSE
1935,8,25,Germany,Romania,4,2,Friendly,Germany,FALSE
1935,8,29,Suriname,British Guiana,0,1,Friendly tournament,Suriname,FALSE
1935,8,31,Suriname,British Guiana,4,0,Friendly tournament,Suriname,FALSE
1935,9,1,Sweden,Romania,7,1,Friendly,Sweden,FALSE
1935,9,3,Suriname,British Guiana,2,1,Friendly tournament,Suriname,FALSE
1935,9,6,Yugoslavia,Czechoslovakia,0,0,Friendly,Yugoslavia,FALSE
1935,9,8,Finland,Norway,1,5,Nordic Championship,Finland,FALSE
1935,9,8,Lithuania,Latvia,2,2,Friendly,Lithuania,FALSE
1935,9,15,Germany,Poland,1,0,Friendly,Germany,FALSE
1935,9,15,Germany,Estonia,5,0,Friendly,Germany,FALSE
1935,9,15,Poland,Latvia,3,3,Friendly,Poland,FALSE
1935,9,18,Lithuania,Estonia,2,2,Friendly,Lithuania,FALSE
1935,9,20,Curacao,Aruba,1,0,Friendly,Curacao,FALSE
1935,9,22,Hungary,Czechoslovakia,1,0,International Cup,Hungary,FALSE
1935,9,22,Norway,Sweden,0,2,Nordic Championship,Norway,FALSE
1935,9,30,Suriname,Aruba,1,1,Friendly,Suriname,FALSE
1935,10,2,Suriname,Aruba,0,0,Friendly,Suriname,FALSE
1935,10,5,Wales,Scotland,1,1,British Championship,Wales,FALSE
1935,10,6,Austria,Hungary,4,4,International Cup,Austria,FALSE
1935,10,6,Poland,Austria,1,0,Friendly,Poland,FALSE
1935,10,6,Denmark,Finland,5,1,Nordic Championship,Denmark,FALSE
1935,10,13,Germany,Latvia,3,0,Friendly,Germany,FALSE
1935,10,13,Turkey,Soviet Union,1,2,Friendly,Turkey,FALSE
1935,10,15,Turkey,Soviet Union,2,2,Friendly,Turkey,FALSE
1935,10,19,Northern Ireland,England,1,3,British Championship,Northern Ireland,FALSE
1935,10,19,Turkey,Soviet Union,3,3,Friendly,Turkey,FALSE
1935,10,20,Germany,Bulgaria,4,2,Friendly,Germany,FALSE
1935,10,21,Turkey,Soviet Union,2,3,Friendly,Turkey,FALSE
1935,10,25,Turkey,Soviet Union,1,2,Friendly,Turkey,FALSE
1935,10,27,Switzerland,France,2,1,Friendly,Switzerland,FALSE
1935,10,27,Turkey,Soviet Union,4,3,Friendly,Turkey,FALSE
1935,10,28,Czechoslovakia,Italy,2,1,International Cup,Czechoslovakia,FALSE
1935,11,3,Switzerland,Norway,2,0,Friendly,Switzerland,FALSE
1935,11,3,Netherlands,Denmark,3,0,Friendly,Netherlands,FALSE
1935,11,3,Romania,Poland,4,1,Friendly,Romania,FALSE
1935,11,10,Hungary,Switzerland,6,1,Friendly,Hungary,FALSE
1935,11,10,France,Sweden,2,0,Friendly,France,FALSE
1935,11,13,Scotland,Northern Ireland,2,1,British Championship,Scotland,FALSE
1935,11,17,Belgium,Sweden,5,1,Friendly,Belgium,FALSE
1935,11,24,Italy,Hungary,2,2,International Cup,Italy,FALSE
1935,12,4,England,Germany,3,0,Friendly,England,FALSE
1935,12,8,Ireland,Netherlands,3,5,Friendly,Ireland,FALSE
1935,12,15,Curacao,Trinidad and Tobago,3,1,Friendly,Curacao,FALSE
1935,12,28,Jamaica,Trinidad and Tobago,2,3,Friendly,Jamaica,FALSE
1935,12,29,French Guiana,Suriname,1,3,Friendly tournament,French Guiana,FALSE
1935,12,31,Uganda,Kenya,5,1,Gossage Cup,Uganda,FALSE
1935,12,31,Suriname,Trinidad and Tobago,0,3,Friendly,Suriname,FALSE
1935,12,31,Azerbaijan,Armenia,3,0,Trans-Caucasian Champ,Georgia,TRUE
1935,12,31,Georgia,Armenia,3,0,Trans-Caucasian Champ,Georgia,FALSE
1935,12,31,Georgia,Azerbaijan,1,0,Trans-Caucasian Champ,Georgia,FALSE
1936,1,4,Jamaica,Trinidad and Tobago,0,1,Friendly,Jamaica,FALSE
1936,1,11,Jamaica,Trinidad and Tobago,1,2,Friendly,Jamaica,FALSE
1936,1,12,France,Netherlands,1,6,Friendly,France,FALSE
1936,1,19,Spain,Austria,4,5,Friendly,Spain,FALSE
1936,1,26,Portugal,Austria,2,3,Friendly,Portugal,FALSE
1936,1,30,Curacao,Trinidad and Tobago,4,2,Friendly,Curacao,FALSE
1936,1,31,Martinique,Saint Lucia,4,0,Friendly,Martinique,FALSE
1936,1,31,Martinique,Saint Lucia,2,2,Friendly,Martinique,FALSE
1936,2,5,England,Wales,1,2,British Championship,England,FALSE
1936,2,9,France,Czechoslovakia,0,3,Friendly,France,FALSE
1936,2,16,Belgium,Poland,0,2,Friendly,Belgium,FALSE
1936,2,23,Spain,Germany,1,2,Friendly,Spain,FALSE
1936,2,27,Portugal,Germany,1,3,Friendly,Portugal,FALSE
1936,2,29,Trinidad and Tobago,Curacao,3,0,Friendly,Trinidad and Tobago,FALSE
1936,3,8,France,Belgium,3,0,Friendly,France,FALSE
1936,3,11,Northern Ireland,Wales,3,2,British Championship,Northern Ireland,FALSE
1936,3,15,Hungary,Germany,3,2,Friendly,Hungary,FALSE
1936,3,17,Ireland,Switzerland,1,0,Friendly,Ireland,FALSE
1936,3,22,Austria,Czechoslovakia,1,1,International Cup,Austria,FALSE
1936,3,29,Netherlands,Belgium,8,0,Friendly,Netherlands,FALSE
1936,4,4,England,Scotland,1,1,British Championship,England,FALSE
1936,4,5,Austria,Hungary,3,5,Friendly,Austria,FALSE
1936,4,5,Switzerland,Italy,1,2,Friendly,Switzerland,FALSE
1936,4,24,Czechoslovakia,Spain,1,0,Friendly,Czechoslovakia,FALSE
1936,5,2,Barbados,Grenada,1,2,Friendly,Barbados,FALSE
1936,5,3,Hungary,Ireland,3,3,Friendly,Hungary,FALSE
1936,5,3,Belgium,Netherlands,1,1,Friendly,Belgium,FALSE
1936,5,3,Switzerland,Spain,0,2,Friendly,Switzerland,FALSE
1936,5,6,British Guiana,Suriname,1,1,Friendly tournament,British Guiana,FALSE
1936,5,6,Austria,England,2,1,Friendly,Austria,FALSE
1936,5,9,Belgium,England,3,2,Friendly,Belgium,FALSE
1936,5,9,Luxembourg,Ireland,1,5,Friendly,Luxembourg,FALSE
1936,5,10,Romania,Yugoslavia,3,2,King Alexander Cup,Romania,FALSE
1936,5,13,British Guiana,Suriname,1,2,Friendly tournament,British Guiana,FALSE
1936,5,17,Italy,Austria,2,2,Friendly,Italy,FALSE
1936,5,17,Romania,Greece,5,2,Balkan Cup,Romania,FALSE
1936,5,21,Bulgaria,Greece,5,4,Balkan Cup,Romania,TRUE
1936,5,24,Switzerland,Belgium,1,1,Friendly,Switzerland,FALSE
1936,5,24,Romania,Bulgaria,4,1,Balkan Cup,Romania,FALSE
1936,5,28,Estonia,Latvia,3,4,Friendly,Estonia,FALSE
1936,5,31,Hungary,Italy,1,2,Friendly,Hungary,FALSE
1936,6,14,Denmark,Sweden,4,3,Nordic Championship,Denmark,FALSE
1936,6,14,Lithuania,Latvia,1,5,Friendly,Lithuania,FALSE
1936,6,18,Norway,Switzerland,1,2,Friendly,Norway,FALSE
1936,6,19,Egypt,Greece,3,1,Friendly,Egypt,FALSE
1936,6,21,Egypt,Greece,2,5,Friendly,Egypt,FALSE
1936,6,21,Sweden,Switzerland,5,2,Friendly,Sweden,FALSE
1936,6,30,Finland,Denmark,1,4,Nordic Championship,Finland,FALSE
1936,6,30,Lithuania,Estonia,2,0,Friendly,Lithuania,FALSE
1936,7,4,New Zealand,Australia,1,7,Friendly,New Zealand,FALSE
1936,7,5,Sweden,Norway,2,0,Nordic Championship,Sweden,FALSE
1936,7,11,New Zealand,Australia,0,10,Friendly,New Zealand,FALSE
1936,7,11,Turkey,Yugoslavia,3,3,Friendly,Turkey,FALSE
1936,7,12,Turkey,Yugoslavia,3,3,Friendly,Turkey,FALSE
1936,7,18,New Zealand,Australia,1,4,Friendly,New Zealand,FALSE
1936,7,26,Sweden,Norway,3,4,Friendly,Sweden,FALSE
1936,8,3,Italy,United States,1,0,Olympic Games,Germany,TRUE
1936,8,3,Norway,Turkey,4,0,Olympic Games,Germany,TRUE
1936,8,4,Japan,Sweden,3,2,Olympic Games,Germany,TRUE
1936,8,4,Germany,Luxembourg,9,0,Olympic Games,Germany,FALSE
1936,8,6,Peru,Finland,7,3,Olympic Games,Germany,TRUE
1936,8,7,Italy,Japan,8,0,Olympic Games,Germany,TRUE
1936,8,7,Germany,Norway,0,2,Olympic Games,Germany,FALSE
1936,8,9,Argentina,Uruguay,1,0,Juan Mignaburu Cup,Argentina,FALSE
1936,8,10,Italy,Norway,2,1,Olympic Games,Germany,TRUE
1936,8,13,Norway,Poland,3,2,Olympic Games,Germany,TRUE
1936,8,20,Estonia,Finland,2,2,Friendly,Estonia,FALSE
1936,8,29,Suriname,British Guiana,0,0,Friendly tournament,Suriname,FALSE
1936,8,29,Latvia,Lithuania,2,1,Baltic Cup,Latvia,FALSE
1936,8,30,Estonia,Lithuania,2,1,Baltic Cup,Latvia,TRUE
1936,8,31,Suriname,British Guiana,2,4,Friendly tournament,Suriname,FALSE
1936,8,31,Latvia,Estonia,2,1,Baltic Cup,Latvia,FALSE
1936,9,1,Suriname,British Guiana,0,2,Friendly tournament,Suriname,FALSE
1936,9,2,Suriname,British Guiana,6,0,Friendly tournament,Suriname,FALSE
1936,9,6,Norway,Finland,0,2,Nordic Championship,Norway,FALSE
1936,9,6,Latvia,Poland,3,3,Friendly,Latvia,FALSE
1936,9,6,Yugoslavia,Poland,9,3,Friendly,Yugoslavia,FALSE
1936,9,12,St Vincent & Grenadines,Barbados,1,1,Friendly,St Vincent & Grenadines,FALSE
1936,9,13,Poland,Germany,1,1,Friendly,Poland,FALSE
1936,9,14,St Vincent & Grenadines,Barbados,1,1,Friendly,St Vincent & Grenadines,FALSE
1936,9,20,Uruguay,Argentina,2,1,Hector Gomez Cup,Uruguay,FALSE
1936,9,20,Norway,Denmark,3,3,Nordic Championship,Norway,FALSE
1936,9,27,Hungary,Austria,5,3,International Cup,Hungary,FALSE
1936,9,27,Czechoslovakia,Germany,1,2,Friendly,Czechoslovakia,FALSE
1936,9,27,Germany,Luxembourg,7,2,Friendly,Germany,FALSE
1936,9,27,Finland,Sweden,1,2,Nordic Championship,Finland,FALSE
1936,10,4,Romania,Hungary,1,2,Friendly,Romania,FALSE
1936,10,4,Denmark,Poland,2,1,Friendly,Denmark,FALSE
1936,10,14,Scotland,Germany,2,0,Friendly,Scotland,FALSE
1936,10,17,Wales,England,2,1,British Championship,Wales,FALSE
1936,10,17,Ireland,Germany,5,2,Friendly,Ireland,FALSE
1936,10,18,Czechoslovakia,Hungary,5,2,International Cup,Czechoslovakia,FALSE
1936,10,25,Italy,Switzerland,4,2,International Cup,Italy,FALSE
1936,10,31,Northern Ireland,Scotland,1,3,British Championship,Northern Ireland,FALSE
1936,11,1,Netherlands,Norway,3,3,Friendly,Netherlands,FALSE
